	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54
137	0.04394	-84.9974	-0.18685	-0.00036	-0.00393	0.00031	-0.15338	48.58014	-2.18545	0.00049	0.01614	-0.00028	-0.11889	-135.18925	-0.69005	-0.00042	-0.01021	-0.0	0.01076	27.82635	1.02844	0.00029	-0.0037	0.00059	-0.05461	-94.53939	-0.81753	-0.00047	-0.00821	0.00064	-0.07975	5.38422	-0.45586	-0.00011	-0.00262	7e-05	-0.00676	-48.44293	0.86936	-0.00057	-0.01567	0.00032	0.09904	21.43045	0.20076	0.00043	0.00963	0.00022	0.09748	-50.78651	0.21747	-0.00055	-0.01365	-0.00017
138	-0.04419	-132.03558	-0.13382	-0.00074	-0.01898	-0.0001	0.01472	77.32788	-0.17645	0.00043	0.01456	0.00016	0.0125	-99.9828	0.07818	-0.0003	-0.00833	-0.00021	-0.03935	22.9038	-0.33696	0.00019	0.00753	0.00044	-0.10199	-60.43882	-0.43716	-0.00051	-0.021	0.00045	0.02518	44.91537	-0.06783	0.00027	0.0095	-0.00018	-0.07515	-96.30055	0.02963	-0.00054	-0.01927	-0.00027	-0.00217	4.14466	0.44878	-9e-05	-0.00737	-0.00033	0.02317	65.92206	0.01636	0.00066	0.01586	0.00051
139	0.04319	-181.50507	-0.08478	-0.00088	-0.01789	-0.00018	0.02843	10.58853	-0.35259	0.00039	0.01354	-0.00042	-0.09575	-30.56326	-0.19775	-0.00014	-0.00851	-0.00016	-0.14919	104.99019	-0.72643	0.00085	0.01884	-0.00014	-0.01792	-105.04191	0.07329	-0.00054	-0.01315	0.00025	-0.20928	76.8798	-1.44409	0.00045	0.01023	-0.0001	0.02201	65.72525	-0.15128	0.00028	0.00704	-0.00024	0.0053	-13.48518	0.22351	-7e-05	-0.00204	-0.00016	0.07746	-14.61576	0.59271	-7e-05	0.00109	0.00024
140	-0.01751	119.89377	0.07461	0.00075	0.017	-0.00061	0.02802	-8.25814	0.00586	4e-05	0.00472	0.00027	0.01266	121.4236	-0.12939	0.00089	0.02502	7e-05	-0.01438	-50.68443	-0.19644	-0.0003	-0.00745	2e-05	-0.00062	84.15156	0.20852	0.00044	0.01414	0.00016	0.0125	121.23656	-0.12018	0.00062	0.02096	0.00036	0.02224	75.45932	0.22503	0.00054	0.01617	-0.00026	-0.04603	18.37943	-0.05871	0.00016	0.00232	-0.0002	0.02373	25.14726	0.47864	0.00024	0.00184	-0.00072
141	0.00404	24.37123	-0.45073	0.0002	0.00684	-6e-05	0.03538	-146.63573	0.18061	-0.00084	-0.01934	7e-05	0.05783	-61.37038	-0.20367	-0.00044	-0.00123	0.00016	-0.00069	-36.105	0.1968	-0.00016	-0.00322	0.00013	0.00605	6.01737	0.13779	3e-05	0.00134	-0.0001	-0.02017	131.10818	-0.15971	0.00069	0.0192	-0.00026	0.01219	65.74633	-0.05051	0.0003	0.01293	0.00026	-0.00757	-25.65831	0.03389	-0.00015	-0.00024	-8e-05	0.03234	-24.65689	0.15893	-0.00021	-0.00265	4e-05
142	-0.0926	-14.44131	-0.67152	8e-05	-0.00465	-0.00069	-0.02517	-9.93695	-0.15517	-4e-05	0.00687	-0.00029	-0.00547	-37.22572	0.21561	-0.00025	-0.00856	-0.00032	0.14375	94.85401	0.77146	0.00053	0.02452	0.00127	-0.09927	-56.75658	-0.55844	-0.00047	-0.015	-0.00028	0.12398	-72.03304	0.39835	-0.00034	-0.00129	-0.00022	-0.04189	7.32464	-0.30927	-2e-05	-0.00449	-0.00035	0.07529	47.99838	0.6243	2e-05	0.00932	0.00102	-0.04421	-62.58925	-0.21659	-0.00025	-0.01658	-0.00029
143	-0.06183	145.97995	-0.46828	0.00091	0.02714	0.00054	-0.01276	-20.14739	-0.69705	-1e-05	0.0022	3e-05	0.02774	130.49499	0.54237	0.00068	0.01397	9e-05	-0.03375	49.00458	0.11182	0.00029	0.00577	9e-05	-0.06104	9.36297	-0.43245	4e-05	0.00039	0.00018	-0.00569	-88.27037	-0.13886	-0.00059	-0.01182	0.00056	-0.01748	94.62215	0.32667	0.00074	0.01523	-0.00019	0.00577	57.89659	0.1706	0.00044	0.00904	-0.0001	0.00019	-37.06011	-0.11582	-0.00018	-0.00377	0.00018
144	-0.00936	73.50739	-0.27513	0.00061	0.01975	-2e-05	-0.0419	136.58721	-0.25441	0.0009	0.02379	-7e-05	0.02249	-7.47485	-0.3207	0.00027	0.00212	-0.00015	-0.00433	-65.52741	-0.00389	-0.00038	-0.0135	-3e-05	-0.03743	-38.76505	0.07927	-0.00016	-0.00985	0.00047	-0.00022	-90.43939	-0.24907	-0.00014	-0.00489	-0.0003	0.06059	98.58082	0.6009	0.00063	0.01387	-0.00038	0.07419	51.68626	0.71949	0.00034	0.0104	0.00013	-0.08298	93.73699	-0.24784	0.00042	0.00835	-0.00029
145	-0.03866	-33.27284	-0.30146	-2e-05	-0.00133	-0.00022	0.01883	-9.3131	-0.09693	-6e-05	0.00225	1e-05	0.00502	-28.5933	0.14227	-8e-05	-0.00269	1e-05	-0.0497	-29.85776	-0.43753	-0.0002	-0.0032	-5e-05	0.00523	-44.30052	0.02085	-0.00012	-0.00434	8e-05	-0.07551	59.08334	-0.39458	0.00044	0.00808	-0.00017	0.00036	-17.65003	-0.13965	-4e-05	-0.00067	-0.00012	4e-05	-8.71522	0.02725	0.0	-0.0024	0.00024	-0.00266	36.09668	0.19696	0.0002	0.00197	6e-05
146	-0.07289	-138.15625	-0.6231	-0.00064	-0.01213	-0.00015	-0.0002	-67.72972	-0.23919	-0.00052	-0.01333	-3e-05	0.00044	-47.2062	0.2185	-0.00045	-0.01255	-0.00023	-0.01358	-53.31314	-0.35106	-0.00012	-0.00428	0.0001	-0.05518	90.90449	-0.20356	0.00053	0.01319	0.00015	0.05153	78.65641	0.18842	0.00039	0.01242	0.00017	-0.03225	-40.86064	0.06521	-0.00021	-0.00595	-8e-05	0.01172	-28.65551	-0.17803	-1e-05	-0.00289	-2e-05	0.03215	3.16229	0.15561	-0.00013	0.00103	7e-05
147	-0.00673	-153.08876	-0.48433	-0.00058	-0.0173	-4e-05	-0.06707	89.66038	-0.55414	0.00057	0.01507	-0.00049	0.12509	48.41183	1.2424	0.0001	0.00095	0.00027	0.02872	-77.33888	-0.15299	-0.00035	-0.00755	-3e-05	-0.00505	24.87527	-0.06614	0.00023	0.00711	-2e-05	0.02488	-129.30452	-0.06269	-0.00067	-0.01689	-0.00018	-0.03253	23.96363	0.14021	-6e-05	-0.00261	-0.00012	-0.00779	-97.19813	-0.04711	-0.00047	-0.01235	-0.00038	0.01816	-11.15963	-0.2737	-0.00011	0.0012	0.00033
148	0.04233	-3.16921	-0.04025	0.00024	0.00801	-0.00021	-0.05418	-25.8121	-0.58574	-0.0	-0.00121	-0.00019	0.10571	33.19834	0.64507	0.00028	0.01133	0.00034	0.05061	-16.36685	0.1129	-5e-05	0.00271	-0.00013	0.00908	-8.92519	0.20888	-0.00024	-0.00512	0.00013	-0.03333	23.85987	-0.28158	0.00029	0.00671	1e-05	0.02005	8.77067	-0.01425	0.00012	0.00208	-0.00017	-0.00335	-46.44172	-0.15816	-0.00032	-0.00459	0.00011	0.04923	60.89775	0.40413	0.0005	0.00746	-2e-05
149	0.07047	17.79069	0.78443	0.0002	0.00534	-1e-05	-0.03827	-15.79355	-0.49128	5e-05	0.00221	1e-05	-0.0049	54.99499	0.03856	0.00014	0.00643	-0.00015	0.01483	17.9388	-0.01223	0.00015	0.00099	4e-05	-0.05009	-118.79847	-0.46899	-0.00063	-0.01901	-9e-05	-0.04644	-21.02996	-0.55496	-2e-05	0.00305	0.00034	-0.07543	25.16402	-0.93378	0.00023	0.01198	-1e-05	-0.03101	-45.42878	-0.26819	-0.00047	-0.00633	0.00011	0.09506	70.09318	0.77899	0.00039	0.00769	-1e-05
150	0.00278	-182.48657	-1.01285	-0.00096	-0.01533	0.00045	-0.11531	-23.54084	-0.32886	0.0002	-0.00489	-0.00038	-0.05759	-134.92867	-0.45379	-0.00087	-0.02059	0.00025	0.03435	-38.45999	0.22298	-9e-05	-0.00344	0.00041	-0.11203	-31.50124	-1.23538	-0.00012	0.00029	0.00048	-0.0167	75.34645	0.59086	0.00039	0.00343	-0.00057	0.12402	-193.0028	0.53093	-0.00075	-0.02234	-0.00053	-0.01858	112.6737	-0.38794	0.00075	0.02008	7e-05	0.09167	0.81375	0.22311	-9e-05	0.00512	-0.00069
151	0.12364	-131.7541	0.34459	-0.00088	-0.01193	-0.00014	-0.02217	-108.8419	0.01024	-0.00094	-0.02823	-0.00034	0.10098	23.37083	0.43228	0.00056	0.00925	0.00038	-0.13924	-237.10243	-0.82968	-0.00173	-0.03276	-0.0001	-0.11843	-21.23445	-1.06708	-0.0004	-0.00727	-6e-05	-0.04237	-137.72575	-1.0168	-0.00068	-0.00959	-0.00017	-0.13745	23.50643	-0.77687	4e-05	0.00359	-4e-05	-0.01219	-37.58367	0.63464	-0.00079	-0.02111	-7e-05	0.07625	55.74805	0.05062	0.00058	0.01362	-2e-05
152	-0.0786	-13.67473	-0.56896	-6e-05	-0.00407	-0.00027	-0.04121	-17.1897	-0.55921	-0.00012	-0.00042	0.00021	-0.03084	31.77237	-0.18724	0.00025	0.00665	-3e-05	-0.02052	-60.56844	-0.30172	-0.00015	-0.00443	6e-05	0.00196	-13.46192	-0.24253	0.00019	0.00317	-0.00019	-0.06422	-27.56606	-0.22629	-0.00013	-0.00428	0.0001	0.08794	-3.43156	0.44391	-2e-05	0.0002	0.00016	-0.04605	32.80974	-0.36951	0.00028	0.00339	9e-05	0.06829	-2.99185	0.4098	-6e-05	-0.00274	-0.00019
153	-0.02128	26.45069	-0.27229	0.00024	0.00934	9e-05	-0.09807	11.54809	-0.71164	-0.0	0.00181	-6e-05	0.02684	-82.49463	0.03419	-0.00038	-0.00831	0.00025	0.01787	28.91193	0.09608	1e-05	0.00625	7e-05	-0.08627	-6.62839	-0.8999	6e-05	0.00441	-0.00012	-0.01416	-45.05013	-0.50068	-0.00025	-0.00361	-8e-05	-0.03058	34.51291	-0.11841	0.00024	0.00555	-7e-05	-0.0023	38.87888	0.12933	0.00016	0.00468	3e-05	0.00331	5.12973	-0.23293	-1e-05	0.0026	8e-05
154	-0.06968	20.33372	-0.64999	0.00027	0.01195	-0.00035	0.02472	147.50598	-0.24303	0.00089	0.02759	0.00037	0.01295	0.80335	-0.17575	2e-05	-0.00196	0.00018	-0.00916	-114.51586	0.06141	-0.00054	-0.01717	-0.0004	-0.01693	71.40755	-0.38617	0.00073	0.02312	0.00059	-0.06448	54.36857	-0.36535	0.00066	0.02157	-0.00012	-0.02313	-11.1855	0.03165	0.00016	-0.00128	9e-05	-0.09258	4.65723	-0.65175	7e-05	-0.00319	-6e-05	0.01697	-205.33543	0.29833	-0.00129	-0.03436	-0.0004
155	-0.03734	-11.72942	-0.59629	0.0002	0.00484	-0.00026	-0.01718	43.82066	-0.5598	0.00022	0.00983	0.00029	-0.04192	-21.22644	-0.38401	-8e-05	-0.0016	0.00013	-0.02622	12.22533	-0.06334	-6e-05	-0.00077	0.00028	-0.02293	-25.39218	-0.30022	-0.00026	-0.00399	-2e-05	-0.03557	55.39492	0.17779	0.00035	0.00602	0.00034	0.04249	-25.09315	-0.17393	-0.00026	-0.00062	-0.00017	-0.02668	40.73778	-0.21809	0.00021	0.00762	0.00013	0.01326	57.0044	0.32962	0.00038	0.00478	5e-05
156	0.12346	51.0883	0.66847	0.00084	0.01411	-0.0001	0.00683	-46.24804	0.35659	-0.0001	-0.00775	-0.00014	0.10892	91.77201	0.8469	0.00038	0.00694	-1e-05	0.1155	25.28015	0.32548	-0.00014	0.00539	7e-05	0.11677	-55.12206	0.31084	-6e-05	-0.00074	0.00011	0.003	-14.25191	0.39567	-0.00014	-0.01078	-0.00027	0.0935	-14.09851	0.61186	-0.00012	-0.00516	0.00013	0.1119	18.60614	0.43359	0.00039	0.00378	0.00016	0.15025	28.38084	0.97443	0.00018	-0.00263	4e-05
157	-0.07393	-72.29632	-0.64979	-0.00029	-0.00924	9e-05	-0.17562	-22.94501	-1.70065	-0.00021	-0.00149	-0.00012	0.0347	-72.97844	0.57023	-0.00059	-0.01622	1e-05	0.11108	-71.02918	0.36713	-0.00012	0.00059	-0.00011	0.02588	119.84367	-0.1403	0.00073	0.02394	-5e-05	-0.01289	76.43089	-0.01023	0.00039	0.00913	0.00024	-0.0679	-110.84269	-0.32142	-0.00084	-0.02025	0.00022	0.02661	53.22729	0.35211	0.00028	0.00492	0.00027	0.05082	14.66984	0.5284	-6e-05	0.00236	-0.00016
158	0.02556	-79.13228	0.13325	-0.00049	-0.00899	-5e-05	-0.03042	-3.16523	-0.33061	-0.00012	-0.00032	0.00018	-0.00594	-36.40501	-0.0789	-0.00035	-0.00875	0.00017	-0.08552	-35.85308	-0.62572	-0.00012	-0.00146	0.00031	0.01274	-34.50141	0.31721	-4e-05	-0.00662	6e-05	-0.01696	-89.64813	-0.44393	-0.00067	-0.00901	1e-05	-0.06343	-77.12667	-0.47223	-0.00057	-0.01015	-6e-05	-0.03149	-21.86766	-0.10077	-0.00014	-0.00397	0.00028	-0.03184	-53.47349	-0.44959	-0.00036	-0.00869	-6e-05
159	-0.00542	63.70533	-0.13649	0.00046	0.00908	-0.00018	-0.12196	54.36045	-1.34841	0.0003	0.01284	0.00028	-0.01199	54.92682	0.73773	1e-05	0.00074	0.00029	0.01316	-100.66206	-0.37127	-0.00057	-0.01056	8e-05	-0.08682	-66.29802	-0.84171	-0.00042	-0.01018	0.00013	-0.06334	-73.59555	-0.3896	-0.00056	-0.01277	-0.00036	-0.04495	1.47144	0.03533	0.00011	0.00198	8e-05	-0.03509	48.38106	-0.43251	0.00024	0.00802	-0.00029	0.05087	-106.30301	0.35679	-0.00051	-0.01713	-0.00018
160	-0.07758	-62.5979	-0.98639	-0.00037	-0.00424	-0.0	-0.03593	87.34043	-0.80212	0.00062	0.01676	0.00017	-0.03823	-46.09664	-0.03888	-0.00034	-0.00324	2e-05	0.03664	15.35516	0.31682	0.00021	-0.00146	-0.00012	0.00203	-25.17756	0.13109	-0.00053	-0.01078	0.00024	-0.05556	-60.41438	-0.39195	-0.00047	-0.01179	-0.00013	0.04103	-101.74285	0.08348	-0.00085	-0.01922	5e-05	-0.12602	100.50946	-0.21486	0.00064	0.01169	6e-05	-0.01111	-29.38608	-0.06833	-0.00029	-0.00388	9e-05
161	0.00275	-69.79313	-0.23278	-0.00039	-0.00814	0.00032	-0.10484	-35.44108	-0.2089	-0.0001	-0.00701	-0.00012	-0.02275	-90.7218	-0.64516	-0.00039	-0.00376	0.00022	-0.00869	-7.05229	-0.25367	-0.00015	-0.00197	-0.0002	-0.10756	47.94247	-0.73527	0.0006	0.00827	-0.00031	-0.0593	-70.87033	-0.24985	-0.00022	-0.011	-0.00012	0.10108	96.89948	0.87169	0.0007	0.01555	-0.00019	0.10534	-29.9654	0.81347	-0.00038	-0.01418	-0.00012	-0.10333	-15.95148	-0.35286	0.0001	-0.00355	-0.00012
162	-0.0752	0.01325	-0.58567	0.00014	0.00555	-0.00018	-0.05026	91.2673	-0.40808	0.00029	0.01088	-7e-05	-0.10647	66.69403	-0.1918	0.00051	0.01511	0.00032	0.04311	-11.66032	0.16451	2e-05	0.00166	-0.00018	-0.10836	84.0418	-1.05213	0.00059	0.0227	1e-05	0.04125	-80.84171	-0.13796	-0.00053	-0.01041	-3e-05	-0.07622	89.42022	-0.26799	0.00035	0.00528	-0.00018	0.01819	25.20635	0.2362	3e-05	-0.00316	9e-05	-0.02827	-63.23815	-0.4069	-0.00018	-0.00917	-0.00034
163	0.0255	-29.08656	-0.28592	0.00019	0.0034	9e-05	-0.05236	-12.11466	-0.73818	8e-05	0.00107	-8e-05	0.02986	-12.91241	0.23099	-0.0001	-0.00059	9e-05	-0.05371	-24.25266	-0.33116	-0.00019	-0.00527	1e-05	-0.03723	15.23058	-0.51403	0.00012	0.0063	0.0	-0.0899	-23.24713	-0.70636	-7e-05	-0.00134	-4e-05	-0.06676	56.11442	-0.79116	0.00038	0.00872	-6e-05	0.05065	10.49081	0.30782	0.00021	0.00471	0.00013	0.02807	-2.6327	0.25137	-0.00011	-0.0044	5e-05
164	-0.06614	-46.50717	-0.70952	-0.00013	0.00095	-0.00016	-0.091	64.89716	-0.66978	0.00046	0.01107	-7e-05	0.03572	-59.14231	0.20366	-0.0004	-0.00975	0.00012	-0.00599	6.15376	0.08953	0.00014	0.004	-5e-05	-0.06929	-32.58764	-0.54213	-0.00027	-0.00534	0.0003	-0.02883	55.05265	-0.16167	0.00022	0.00481	0.00011	-0.02155	-35.61207	-0.02357	-9e-05	-0.00126	-6e-05	0.03383	-29.10883	-0.09664	-0.00025	-0.00447	-7e-05	-0.01363	80.92332	-0.1019	0.00044	0.0098	-0.0001
165	-0.02858	-21.35952	-0.26615	-1e-05	0.00048	1e-05	-0.13561	-2.09953	-1.09333	3e-05	0.00037	0.0	0.00259	18.40755	-0.20115	0.00018	0.00934	-0.00014	0.03679	-19.05755	-0.0365	-3e-05	0.00218	-2e-05	0.02546	8.13942	-0.11814	1e-05	0.00318	-4e-05	-0.03312	-29.16703	-0.09635	-0.00013	-0.00411	0.0	0.01814	45.79524	0.1543	0.00025	0.00897	-3e-05	0.01804	-20.53225	-0.01883	-0.00015	-0.00431	0.00016	0.01025	26.36118	0.07724	2e-05	0.00373	-1e-05
166	0.06668	26.52732	0.55479	0.00044	0.01198	-0.00027	-0.12807	101.25612	-0.76222	0.00041	0.019	-0.00029	0.07491	51.04615	-0.37117	0.00049	0.01834	3e-05	-0.01378	52.00655	-0.53094	0.00031	0.01103	0.00029	0.0084	-144.59721	-0.97696	-8e-05	0.00094	5e-05	-0.06797	-55.75692	-1.08228	-0.00051	-0.01041	-0.00014	-0.1548	-5.14839	-0.98452	0.00011	0.0054	0.00021	-0.0387	-118.52699	-0.2432	-0.00038	-0.01631	-0.00027	0.11469	-9.95377	2.21007	-0.00034	-0.00997	0.00049
167	-0.02892	-39.27342	-0.60945	3e-05	-0.00163	-0.00021	-0.16268	38.76732	-1.40455	0.0004	0.01644	0.00052	0.01793	-121.99798	0.34997	-0.00064	-0.01612	6e-05	0.04955	-46.44011	0.7417	-0.00042	-0.01625	-0.00032	-0.032	-7.06577	-0.1911	-1e-05	-0.00275	3e-05	0.03702	-107.073	-0.37165	-0.00021	-0.00585	-0.00024	0.08263	-25.04916	0.23167	7e-05	0.00402	0.00017	-0.02324	49.59417	0.0431	0.0001	0.00503	-0.0004	0.21882	-57.40064	0.31771	-0.00025	0.00743	3e-05
168	-0.07982	26.30733	-0.70126	0.00032	0.017	-0.00011	-0.10427	30.71297	-0.626	0.00024	0.00263	-0.00025	-0.02379	-71.64776	-0.12548	-0.00012	-0.0021	0.00013	0.07429	36.7231	0.05394	0.0002	0.01405	5e-05	-0.05228	76.10193	-0.35989	0.00044	0.01267	-5e-05	-0.05027	103.3053	-0.26095	0.00054	0.01545	-0.00012	0.13816	-121.56671	0.49192	-0.00044	-0.01017	0.00021	-0.11458	-53.86303	-0.36572	-0.00059	-0.01478	0.00011	0.0073	-9.97001	0.25958	-0.00015	-0.00892	-2e-05
169	-0.03012	-65.57812	-0.58767	-0.00036	-0.00305	-0.00013	-0.04163	42.4314	-0.13367	0.00044	0.01227	0.00012	0.00632	-60.35784	0.13065	-0.00036	-0.01254	-0.00025	-0.13485	-36.2889	-0.91155	-0.00025	-0.00871	-4e-05	-0.03175	-45.73241	-0.23379	-0.00023	-0.00944	-6e-05	-0.08346	-93.32435	-0.84781	-0.00037	-0.01556	-8e-05	-0.06477	4.85404	-0.35515	-0.0001	-0.00233	0.00017	-0.00353	19.99705	0.02885	0.00022	0.00652	-2e-05	-0.05619	-90.86619	-0.32222	-0.00058	-0.01378	-9e-05
170	0.14347	-32.59366	0.38873	1e-05	0.00477	-0.00014	-0.08775	56.14837	-0.93044	0.0006	0.01802	-3e-05	0.01166	20.55529	-0.00603	0.00028	0.00637	-6e-05	-0.05332	59.2959	-0.27406	0.00033	0.00803	0.0001	-0.08468	-99.83916	-0.79201	-0.00056	-0.01093	0.00065	-0.02266	44.81303	0.16625	0.00022	0.00408	0.00011	-0.01824	-50.40829	-0.12916	-0.00049	-0.0118	-1e-05	0.06567	84.81685	0.37728	0.00045	0.01282	-0.00023	-0.00663	26.22736	0.11691	0.00017	0.00884	-8e-05
171	0.08024	-17.68907	0.02397	6e-05	0.00628	-0.00032	-0.09778	59.94325	-0.88635	0.00045	0.01314	0.00011	0.04117	76.2064	-0.15114	0.00068	0.02007	7e-05	-0.03571	-68.62798	-0.53201	-0.00032	-0.00848	-0.00014	-0.03776	-50.91359	-0.39676	-0.00054	-0.0114	0.00025	-0.11001	77.05165	-0.29731	0.00038	0.00719	-5e-05	-0.05719	58.28866	-0.11171	0.00015	0.00641	-0.00035	-0.07393	33.48574	-0.54144	0.00031	0.00704	-0.00021	-0.06391	4.75827	-0.17334	0.00024	0.00087	-6e-05
172	-0.00034	15.78405	0.26663	7e-05	0.00132	-0.00011	-0.11597	7.29845	-0.65189	0.00012	0.00595	9e-05	-0.04252	-9.42526	-0.35192	3e-05	0.00185	-0.0	0.05842	31.9404	0.40009	0.00017	0.00321	8e-05	-0.06356	-23.35286	-0.47363	1e-05	0.00221	4e-05	-0.03039	-8.66722	-0.60161	-0.0	0.00178	-0.00012	-0.01257	18.25036	-0.33912	0.00035	0.00821	-6e-05	-0.00121	30.70559	-0.32399	0.00037	0.01052	6e-05	-0.06282	-62.36202	-0.53478	-0.00045	-0.0102	4e-05
173	0.01034	16.20608	0.0334	9e-05	5e-05	-0.00017	-0.1435	-24.62856	-1.15138	-3e-05	8e-05	0.00011	-0.0005	-48.60578	-0.17184	-9e-05	4e-05	1e-05	0.00535	4.88926	0.07487	0.00013	0.00066	-4e-05	-0.01616	-0.92015	-0.36326	1e-05	0.00232	0.00015	0.01333	-4.07121	-0.14056	-1e-05	0.00203	0.00019	0.01326	20.27056	0.22728	0.00015	0.00197	7e-05	0.04433	-11.60082	0.32177	-0.00014	-0.00312	0.00011	-0.04047	17.52314	0.12413	1e-05	-0.00467	-0.00013
174	-0.04076	-20.73826	-0.29073	0.0001	-0.00294	-0.00046	0.06186	46.15556	0.64876	0.00015	0.00319	-0.00013	0.032	54.49354	0.16737	0.0001	0.01078	0.00027	-0.10413	-141.04229	-0.60783	-0.00087	-0.0268	0.00035	0.01582	10.53131	-0.4527	0.00023	0.00951	-0.00019	-0.08869	-112.14835	-0.80325	-0.00062	-0.01635	0.00016	0.13248	63.69896	0.18188	0.00047	0.02305	0.00072	0.00334	37.44835	-0.1116	0.00053	0.01363	-0.00044	0.04065	32.21936	0.00509	0.00012	0.00765	0.00024
175	0.07752	92.02029	0.59684	0.00049	0.00029	-0.00012	-0.02612	283.98526	-0.16755	0.00135	0.0436	0.00054	0.03794	7.27956	0.06812	2e-05	0.00225	-0.00041	0.04448	448.57282	0.6722	0.00233	0.0599	0.00102	-0.04141	16.33292	-0.63106	0.00011	0.00755	-0.00048	0.04671	222.48935	0.88858	0.00092	0.02076	5e-05	0.03539	247.02447	-0.09361	0.00166	0.04526	-0.00059	-0.05337	50.83504	-0.13093	-1e-05	0.00595	-0.00036	-0.03452	-99.09694	-0.85303	-0.00041	0.00012	-0.00012
176	0.03436	-39.64752	0.09719	-0.00028	0.00214	-0.00029	-0.07524	136.97737	-0.91417	0.00089	0.02117	-0.00019	0.06574	-20.32526	0.22119	-8e-05	-0.00123	-0.00011	-0.00275	20.39308	0.63005	-1e-05	-0.00474	0.00022	-0.06103	-21.48697	-0.67191	7e-05	0.00154	-0.0	-0.04041	-1.81756	-0.43263	-1e-05	-0.00152	-0.00038	-0.02584	-49.7859	0.10149	-0.00028	-0.00652	-0.0001	-0.09823	-52.89249	-0.74067	-9e-05	-0.00326	-0.00015	0.00666	-30.47088	-0.00971	-0.00041	-0.01038	-3e-05
177	-0.04749	-51.67531	-0.43946	-0.00028	-0.00787	-0.00011	-0.07343	-71.90489	-1.01709	-0.00025	-0.00546	3e-05	-0.03431	28.05614	-0.55858	0.0003	0.00741	-5e-05	-0.05199	-18.91257	-0.25456	-0.00013	-0.00378	0.00013	-0.00967	-30.14287	-0.30731	-0.00023	-0.00264	3e-05	-0.01921	73.56823	-0.07118	0.00054	0.01111	0.00011	0.00359	31.40051	0.10792	8e-05	0.00077	-1e-05	0.00941	-35.57791	0.14052	-0.00028	-0.00584	0.00011	-0.01366	53.66514	0.00499	0.00051	0.01097	-6e-05
178	-0.0336	-65.36493	-0.38987	-0.00044	-0.00756	-0.0003	-0.06763	-46.67692	-0.92169	-0.00012	-0.00083	5e-05	0.06347	76.22654	0.60961	0.00044	0.01221	-7e-05	-0.00668	-87.26213	-0.51459	-0.00056	-0.00873	0.00016	-0.00266	-166.6964	-0.33553	-0.001	-0.01674	-0.00033	-0.03193	-24.37041	-0.32084	2e-05	-0.00394	6e-05	0.07503	-92.00593	0.49141	-0.00083	-0.01991	2e-05	-0.018	-20.98684	0.29292	-0.00036	-0.01352	-0.00036	0.03228	-24.63401	-0.08271	-6e-05	-0.00188	-0.00017
179	-0.02595	-101.0205	-0.24984	-0.00038	-0.00661	-0.0004	-0.06793	-46.98355	-0.8146	-0.0002	-0.00632	0.00033	-0.04288	-30.39674	0.09584	-0.0004	-0.01062	0.0001	-0.03271	76.62196	-0.20643	0.00018	0.00857	2e-05	-0.04196	21.46846	-0.65981	0.00017	0.00893	2e-05	0.02599	-36.73431	-0.00736	-4e-05	-0.00612	-0.00013	-0.03491	127.20724	-0.37726	0.00097	0.01938	0.00017	0.00713	102.28381	0.17581	0.00073	0.0155	0.0003	-0.01976	111.5901	0.26932	0.00084	0.01782	-0.00015
180	-0.01916	-57.20269	-0.50941	-0.0001	0.00069	-3e-05	-0.10123	128.12531	-0.97609	0.00074	0.02284	-3e-05	0.02749	-7.24705	0.37609	0.00013	0.00348	0.0003	0.00472	51.03792	0.21165	0.00029	0.00667	-0.00021	-0.02133	-30.9593	-0.30807	-0.00011	0.00074	0.00016	0.07384	21.15275	0.4888	0.00012	0.00373	0.0002	0.03728	-35.35254	0.62719	-0.00061	-0.01226	0.00039	0.01541	50.8502	0.13887	0.00028	0.00939	-4e-05	0.02384	-43.24338	0.02444	-0.00024	-0.00492	-9e-05
181	0.01634	-102.71725	-0.01968	-0.00034	-0.00941	-0.00011	-0.05501	-18.47496	-0.47717	-0.00016	-0.00036	-2e-05	0.02049	-34.83076	0.2609	-0.00024	-0.00871	0.0001	-0.05071	-17.76479	-0.26359	-0.00011	-0.00375	-5e-05	-0.08265	19.79467	-0.54072	0.00013	0.00391	3e-05	-0.05403	-30.98989	-0.4711	-3e-05	-0.00177	-0.0001	-0.01864	45.09122	0.01028	0.00023	0.00531	-2e-05	0.00608	-4.71513	-0.10508	-6e-05	-0.00231	-1e-05	-0.00145	-54.0788	-0.07683	-0.00041	-0.00671	0.0001
