protein	class	lag	features
>12298	1	l6	-0.02365,-0.01424,0.00299,-0.04005,-0.01378,-0.01424,0.00299,-0.04005,-0.01378,-0.02365,0.00299,-0.04005,-0.01378,-0.02365,-0.01424,-0.04005,-0.01378,-0.02365,-0.01424,0.00299
>12298	1	l7	0.01114,-0.00959,0.00723,0.02338,-0.02530,-0.00959,0.00723,0.02338,-0.02530,0.01114,0.00723,0.02338,-0.02530,0.01114,-0.00959,0.02338,-0.02530,0.01114,-0.00959,0.00723
>12298	1	l8	-0.03915,0.01952,-0.00304,-0.01762,-0.03729,0.01952,-0.00304,-0.01762,-0.03729,-0.03915,-0.00304,-0.01762,-0.03729,-0.03915,0.01952,-0.01762,-0.03729,-0.03915,0.01952,-0.00304
>12299	1	l1	0.01824,-0.01400,0.01068,0.00110,-0.00486,-0.01400,0.01068,0.00110,-0.00486,0.01824,0.01068,0.00110,-0.00486,0.01824,-0.01400,0.00110,-0.00486,0.01824,-0.01400,0.01068
>12299	1	l2	0.00100,0.00266,0.00194,0.00263,0.01666,0.00266,0.00194,0.00263,0.01666,0.00100,0.00194,0.00263,0.01666,0.00100,0.00266,0.00263,0.01666,0.00100,0.00266,0.00194
>12299	1	l3	-0.00436,0.01805,-0.00333,-0.01129,-0.03295,0.01805,-0.00333,-0.01129,-0.03295,-0.00436,-0.00333,-0.01129,-0.03295,-0.00436,0.01805,-0.01129,-0.03295,-0.00436,0.01805,-0.00333
>12299	1	l4	0.01626,-0.00580,-0.01027,-0.00491,0.00917,-0.00580,-0.01027,-0.00491,0.00917,0.01626,-0.01027,-0.00491,0.00917,0.01626,-0.00580,-0.00491,0.00917,0.01626,-0.00580,-0.01027
>12299	1	l5	0.01506,-0.00556,-0.00064,-0.00110,-0.00650,-0.00556,-0.00064,-0.00110,-0.00650,0.01506,-0.00064,-0.00110,-0.00650,0.01506,-0.00556,-0.00110,-0.00650,0.01506,-0.00556,-0.00064
>12299	1	l6	0.00341,0.02137,0.00872,-0.01200,0.01941,0.02137,0.00872,-0.01200,0.01941,0.00341,0.00872,-0.01200,0.01941,0.00341,0.02137,-0.01200,0.01941,0.00341,0.02137,0.00872
>12299	1	l7	-0.01772,-0.01330,0.01567,0.00106,-0.01175,-0.01330,0.01567,0.00106,-0.01175,-0.01772,0.01567,0.00106,-0.01175,-0.01772,-0.01330,0.00106,-0.01175,-0.01772,-0.01330,0.01567
>12299	1	l8	-0.00058,-0.01226,-0.00233,0.00795,-0.00640,-0.01226,-0.00233,0.00795,-0.00640,-0.00058,-0.00233,0.00795,-0.00640,-0.00058,-0.01226,0.00795,-0.00640,-0.00058,-0.01226,-0.00233
>12300	1	l1	0.00591,-0.04367,-0.02515,0.00814,0.00199,-0.04367,-0.02515,0.00814,0.00199,0.00591,-0.02515,0.00814,0.00199,0.00591,-0.04367,0.00814,0.00199,0.00591,-0.04367,-0.02515
>12300	1	l2	-0.02533,0.02275,-0.00583,0.00014,-0.02524,0.02275,-0.00583,0.00014,-0.02524,-0.02533,-0.00583,0.00014,-0.02524,-0.02533,0.02275,0.00014,-0.02524,-0.02533,0.02275,-0.00583
>12300	1	l3	-0.01370,0.01248,0.00133,-0.01600,-0.00127,0.01248,0.00133,-0.01600,-0.00127,-0.01370,0.00133,-0.01600,-0.00127,-0.01370,0.01248,-0.01600,-0.00127,-0.01370,0.01248,0.00133
>12300	1	l4	0.01595,-0.02964,0.02876,0.02406,0.00403,-0.02964,0.02876,0.02406,0.00403,0.01595,0.02876,0.02406,0.00403,0.01595,-0.02964,0.02406,0.00403,0.01595,-0.02964,0.02876
>12300	1	l5	0.00636,0.02744,-0.03116,0.02218,0.00564,0.02744,-0.03116,0.02218,0.00564,0.00636,-0.03116,0.02218,0.00564,0.00636,0.02744,0.02218,0.00564,0.00636,0.02744,-0.03116
>12300	1	l6	-0.00633,-0.02862,-0.00794,-0.01823,0.00695,-0.02862,-0.00794,-0.01823,0.00695,-0.00633,-0.00794,-0.01823,0.00695,-0.00633,-0.02862,-0.01823,0.00695,-0.00633,-0.02862,-0.00794
>12300	1	l7	-0.00347,-0.01568,0.03624,-0.05742,-0.02686,-0.01568,0.03624,-0.05742,-0.02686,-0.00347,0.03624,-0.05742,-0.02686,-0.00347,-0.01568,-0.05742,-0.02686,-0.00347,-0.01568,0.03624
>12300	1	l8	-0.01037,0.02999,-0.02392,-0.01186,-0.03740,0.02999,-0.02392,-0.01186,-0.03740,-0.01037,-0.02392,-0.01186,-0.03740,-0.01037,0.02999,-0.01186,-0.03740,-0.01037,0.02999,-0.02392
>12301	1	l1	-0.02352,-0.02126,0.00101,-0.00338,0.01030,-0.02126,0.00101,-0.00338,0.01030,-0.02352,0.00101,-0.00338,0.01030,-0.02352,-0.02126,-0.00338,0.01030,-0.02352,-0.02126,0.00101
>12301	1	l2	0.01215,0.00478,-0.00453,-0.00854,-0.01443,0.00478,-0.00453,-0.00854,-0.01443,0.01215,-0.00453,-0.00854,-0.01443,0.01215,0.00478,-0.00854,-0.01443,0.01215,0.00478,-0.00453
>12301	1	l3	0.00662,0.00687,-0.00252,-0.00049,-0.00486,0.00687,-0.00252,-0.00049,-0.00486,0.00662,-0.00252,-0.00049,-0.00486,0.00662,0.00687,-0.00049,-0.00486,0.00662,0.00687,-0.00252
>12301	1	l4	-0.01084,-0.00805,-0.00027,-0.00214,-0.01637,-0.00805,-0.00027,-0.00214,-0.01637,-0.01084,-0.00027,-0.00214,-0.01637,-0.01084,-0.00805,-0.00214,-0.01637,-0.01084,-0.00805,-0.00027
>12301	1	l5	0.01075,0.01599,-0.00974,-0.00649,-0.01112,0.01599,-0.00974,-0.00649,-0.01112,0.01075,-0.00974,-0.00649,-0.01112,0.01075,0.01599,-0.00649,-0.01112,0.01075,0.01599,-0.00974
>12301	1	l6	-0.00658,-0.01761,0.00439,-0.00146,0.00229,-0.01761,0.00439,-0.00146,0.00229,-0.00658,0.00439,-0.00146,0.00229,-0.00658,-0.01761,-0.00146,0.00229,-0.00658,-0.01761,0.00439
>12301	1	l7	0.01006,0.02163,0.01251,0.00980,-0.00425,0.02163,0.01251,0.00980,-0.00425,0.01006,0.01251,0.00980,-0.00425,0.01006,0.02163,0.00980,-0.00425,0.01006,0.02163,0.01251
>12301	1	l8	-0.00649,-0.03173,-0.00161,0.00402,0.01634,-0.03173,-0.00161,0.00402,0.01634,-0.00649,-0.00161,0.00402,0.01634,-0.00649,-0.03173,0.00402,0.01634,-0.00649,-0.03173,-0.00161
>12302	1	l1	-0.02786,-0.00478,0.00090,-0.00425,-0.01805,-0.00478,0.00090,-0.00425,-0.01805,-0.02786,0.00090,-0.00425,-0.01805,-0.02786,-0.00478,-0.00425,-0.01805,-0.02786,-0.00478,0.00090
>12302	1	l2	0.01454,-0.02929,0.00213,0.01165,0.01182,-0.02929,0.00213,0.01165,0.01182,0.01454,0.00213,0.01165,0.01182,0.01454,-0.02929,0.01165,0.01182,0.01454,-0.02929,0.00213
>12302	1	l3	-0.02138,0.00505,0.01793,-0.02673,-0.02108,0.00505,0.01793,-0.02673,-0.02108,-0.02138,0.01793,-0.02673,-0.02108,-0.02138,0.00505,-0.02673,-0.02108,-0.02138,0.00505,0.01793
>12302	1	l4	0.00624,0.00367,-0.00178,0.00924,0.01813,0.00367,-0.00178,0.00924,0.01813,0.00624,-0.00178,0.00924,0.01813,0.00624,0.00367,0.00924,0.01813,0.00624,0.00367,-0.00178
>12302	1	l5	0.00608,-0.00256,-0.00187,-0.01869,-0.01356,-0.00256,-0.00187,-0.01869,-0.01356,0.00608,-0.00187,-0.01869,-0.01356,0.00608,-0.00256,-0.01869,-0.01356,0.00608,-0.00256,-0.00187
>12302	1	l6	-0.05992,0.00991,0.01147,-0.00742,0.04683,0.00991,0.01147,-0.00742,0.04683,-0.05992,0.01147,-0.00742,0.04683,-0.05992,0.00991,-0.00742,0.04683,-0.05992,0.00991,0.01147
>12302	1	l7	0.05162,0.01204,-0.01284,-0.04522,-0.03035,0.01204,-0.01284,-0.04522,-0.03035,0.05162,-0.01284,-0.04522,-0.03035,0.05162,0.01204,-0.04522,-0.03035,0.05162,0.01204,-0.01284
>12302	1	l8	-0.01222,-0.07342,0.01425,0.00974,0.00087,-0.07342,0.01425,0.00974,0.00087,-0.01222,0.01425,0.00974,0.00087,-0.01222,-0.07342,0.00974,0.00087,-0.01222,-0.07342,0.01425
>12303	1	l1	-0.03024,0.00221,0.02631,0.00732,0.00651,0.00221,0.02631,0.00732,0.00651,-0.03024,0.02631,0.00732,0.00651,-0.03024,0.00221,0.00732,0.00651,-0.03024,0.00221,0.02631
>12303	1	l2	0.00993,-0.00540,0.00699,-0.00779,0.00606,-0.00540,0.00699,-0.00779,0.00606,0.00993,0.00699,-0.00779,0.00606,0.00993,-0.00540,-0.00779,0.00606,0.00993,-0.00540,0.00699
>12303	1	l3	-0.00112,-0.00334,-0.00515,0.00605,-0.00147,-0.00334,-0.00515,0.00605,-0.00147,-0.00112,-0.00515,0.00605,-0.00147,-0.00112,-0.00334,0.00605,-0.00147,-0.00112,-0.00334,-0.00515
>12303	1	l4	-0.01753,0.00075,0.00643,0.00351,-0.02524,0.00075,0.00643,0.00351,-0.02524,-0.01753,0.00643,0.00351,-0.02524,-0.01753,0.00075,0.00351,-0.02524,-0.01753,0.00075,0.00643
>12303	1	l5	-0.01903,-0.00556,0.01755,-0.00949,-0.01787,-0.00556,0.01755,-0.00949,-0.01787,-0.01903,0.01755,-0.00949,-0.01787,-0.01903,-0.00556,-0.00949,-0.01787,-0.01903,-0.00556,0.01755
>12303	1	l6	0.01847,0.00465,0.02266,0.00491,-0.00902,0.00465,0.02266,0.00491,-0.00902,0.01847,0.02266,0.00491,-0.00902,0.01847,0.00465,0.00491,-0.00902,0.01847,0.00465,0.02266
>12303	1	l7	-0.00017,0.00328,0.00181,0.02320,-0.00052,0.00328,0.00181,0.02320,-0.00052,-0.00017,0.00181,0.02320,-0.00052,-0.00017,0.00328,0.02320,-0.00052,-0.00017,0.00328,0.00181
>12303	1	l8	-0.00862,0.00225,-0.00045,-0.01836,-0.01398,0.00225,-0.00045,-0.01836,-0.01398,-0.00862,-0.00045,-0.01836,-0.01398,-0.00862,0.00225,-0.01836,-0.01398,-0.00862,0.00225,-0.00045
>12304	1	l1	-0.00545,-0.00254,-0.00519,0.01727,0.00124,-0.00254,-0.00519,0.01727,0.00124,-0.00545,-0.00519,0.01727,0.00124,-0.00545,-0.00254,0.01727,0.00124,-0.00545,-0.00254,-0.00519
>12304	1	l2	-0.01015,0.00692,-0.00198,-0.02367,0.00158,0.00692,-0.00198,-0.02367,0.00158,-0.01015,-0.00198,-0.02367,0.00158,-0.01015,0.00692,-0.02367,0.00158,-0.01015,0.00692,-0.00198
>12304	1	l3	-0.00112,0.01319,-0.00072,-0.00917,0.00511,0.01319,-0.00072,-0.00917,0.00511,-0.00112,-0.00072,-0.00917,0.00511,-0.00112,0.01319,-0.00917,0.00511,-0.00112,0.01319,-0.00072
>12304	1	l4	0.00300,0.03227,-0.00468,0.01868,-0.01122,0.03227,-0.00468,0.01868,-0.01122,0.00300,-0.00468,0.01868,-0.01122,0.00300,0.03227,0.01868,-0.01122,0.00300,0.03227,-0.00468
>12304	1	l5	0.00964,0.02310,0.01254,0.02065,-0.01339,0.02310,0.01254,0.02065,-0.01339,0.00964,0.01254,0.02065,-0.01339,0.00964,0.02310,0.02065,-0.01339,0.00964,0.02310,0.01254
>12304	1	l6	-0.02286,-0.00208,-0.01183,0.01055,0.00689,-0.00208,-0.01183,0.01055,0.00689,-0.02286,-0.01183,0.01055,0.00689,-0.02286,-0.00208,0.01055,0.00689,-0.02286,-0.00208,-0.01183
>12304	1	l7	0.00465,0.01240,0.01057,0.00233,0.00646,0.01240,0.01057,0.00233,0.00646,0.00465,0.01057,0.00233,0.00646,0.00465,0.01240,0.00233,0.00646,0.00465,0.01240,0.01057
>12304	1	l8	0.00272,0.01185,0.00274,-0.00784,0.00467,0.01185,0.00274,-0.00784,0.00467,0.00272,0.00274,-0.00784,0.00467,0.00272,0.01185,-0.00784,0.00467,0.00272,0.01185,0.00274
>12305	1	l1	-0.00118,0.02658,0.00485,0.00277,-0.04534,0.02658,0.00485,0.00277,-0.04534,-0.00118,0.00485,0.00277,-0.04534,-0.00118,0.02658,0.00277,-0.04534,-0.00118,0.02658,0.00485
>12305	1	l2	0.01564,-0.00258,-0.00921,0.00087,0.02910,-0.00258,-0.00921,0.00087,0.02910,0.01564,-0.00921,0.00087,0.02910,0.01564,-0.00258,0.00087,0.02910,0.01564,-0.00258,-0.00921
>12305	1	l3	0.00710,-0.02214,-0.00001,-0.01083,-0.03218,-0.02214,-0.00001,-0.01083,-0.03218,0.00710,-0.00001,-0.01083,-0.03218,0.00710,-0.02214,-0.01083,-0.03218,0.00710,-0.02214,-0.00001
>12305	1	l4	-0.03569,-0.01530,0.01065,-0.00899,0.02016,-0.01530,0.01065,-0.00899,0.02016,-0.03569,0.01065,-0.00899,0.02016,-0.03569,-0.01530,-0.00899,0.02016,-0.03569,-0.01530,0.01065
>12305	1	l5	-0.00370,0.00941,0.02294,-0.00203,-0.01089,0.00941,0.02294,-0.00203,-0.01089,-0.00370,0.02294,-0.00203,-0.01089,-0.00370,0.00941,-0.00203,-0.01089,-0.00370,0.00941,0.02294
>12305	1	l6	-0.01971,0.01767,-0.00301,-0.00069,-0.00781,0.01767,-0.00301,-0.00069,-0.00781,-0.01971,-0.00301,-0.00069,-0.00781,-0.01971,0.01767,-0.00069,-0.00781,-0.01971,0.01767,-0.00301
>12305	1	l7	-0.00636,0.00239,-0.01032,0.00541,0.02526,0.00239,-0.01032,0.00541,0.02526,-0.00636,-0.01032,0.00541,0.02526,-0.00636,0.00239,0.00541,0.02526,-0.00636,0.00239,-0.01032
>12305	1	l8	0.00764,-0.02805,0.02496,0.00610,0.00775,-0.02805,0.02496,0.00610,0.00775,0.00764,0.02496,0.00610,0.00775,0.00764,-0.02805,0.00610,0.00775,0.00764,-0.02805,0.02496
>12306	1	l1	-0.00306,-0.00558,0.00704,0.00722,0.00144,-0.00558,0.00704,0.00722,0.00144,-0.00306,0.00704,0.00722,0.00144,-0.00306,-0.00558,0.00722,0.00144,-0.00306,-0.00558,0.00704
>12306	1	l2	-0.00041,0.00246,0.00027,-0.01992,-0.01234,0.00246,0.00027,-0.01992,-0.01234,-0.00041,0.00027,-0.01992,-0.01234,-0.00041,0.00246,-0.01992,-0.01234,-0.00041,0.00246,0.00027
>12306	1	l3	0.00417,-0.00536,0.01076,-0.00586,-0.00720,-0.00536,0.01076,-0.00586,-0.00720,0.00417,0.01076,-0.00586,-0.00720,0.00417,-0.00536,-0.00586,-0.00720,0.00417,-0.00536,0.01076
>12306	1	l4	0.01513,-0.01520,0.00257,0.01555,-0.00899,-0.01520,0.00257,0.01555,-0.00899,0.01513,0.00257,0.01555,-0.00899,0.01513,-0.01520,0.01555,-0.00899,0.01513,-0.01520,0.00257
>12306	1	l5	-0.00256,0.01262,0.00665,0.00421,0.01239,0.01262,0.00665,0.00421,0.01239,-0.00256,0.00665,0.00421,0.01239,-0.00256,0.01262,0.00421,0.01239,-0.00256,0.01262,0.00665
>12306	1	l6	-0.01890,-0.00449,0.04802,-0.00880,0.00102,-0.00449,0.04802,-0.00880,0.00102,-0.01890,0.04802,-0.00880,0.00102,-0.01890,-0.00449,-0.00880,0.00102,-0.01890,-0.00449,0.04802
>12306	1	l7	-0.01405,0.01065,0.03516,-0.03079,-0.01372,0.01065,0.03516,-0.03079,-0.01372,-0.01405,0.03516,-0.03079,-0.01372,-0.01405,0.01065,-0.03079,-0.01372,-0.01405,0.01065,0.03516
>12306	1	l8	-0.00276,-0.03283,-0.02306,-0.01879,0.04700,-0.03283,-0.02306,-0.01879,0.04700,-0.00276,-0.02306,-0.01879,0.04700,-0.00276,-0.03283,-0.01879,0.04700,-0.00276,-0.03283,-0.02306
>12307	1	l1	-0.03062,-0.00195,0.02369,-0.00447,-0.00536,-0.00195,0.02369,-0.00447,-0.00536,-0.03062,0.02369,-0.00447,-0.00536,-0.03062,-0.00195,-0.00447,-0.00536,-0.03062,-0.00195,0.02369
>12307	1	l2	-0.04702,-0.00228,0.00636,-0.02287,-0.01745,-0.00228,0.00636,-0.02287,-0.01745,-0.04702,0.00636,-0.02287,-0.01745,-0.04702,-0.00228,-0.02287,-0.01745,-0.04702,-0.00228,0.00636
>12307	1	l3	0.01582,-0.00172,-0.00192,-0.00186,0.01959,-0.00172,-0.00192,-0.00186,0.01959,0.01582,-0.00192,-0.00186,0.01959,0.01582,-0.00172,-0.00186,0.01959,0.01582,-0.00172,-0.00192
>12307	1	l4	0.03835,0.01598,-0.00018,-0.02792,-0.00889,0.01598,-0.00018,-0.02792,-0.00889,0.03835,-0.00018,-0.02792,-0.00889,0.03835,0.01598,-0.02792,-0.00889,0.03835,0.01598,-0.00018
>12307	1	l5	0.01233,0.00499,-0.00107,0.02683,-0.01608,0.00499,-0.00107,0.02683,-0.01608,0.01233,-0.00107,0.02683,-0.01608,0.01233,0.00499,0.02683,-0.01608,0.01233,0.00499,-0.00107
>12307	1	l6	-0.09423,-0.03398,0.00820,0.03943,0.01980,-0.03398,0.00820,0.03943,0.01980,-0.09423,0.00820,0.03943,0.01980,-0.09423,-0.03398,0.03943,0.01980,-0.09423,-0.03398,0.00820
>12307	1	l7	0.05546,-0.00231,0.05395,-0.02085,-0.00327,-0.00231,0.05395,-0.02085,-0.00327,0.05546,0.05395,-0.02085,-0.00327,0.05546,-0.00231,-0.02085,-0.00327,0.05546,-0.00231,0.05395
>12307	1	l8	0.06761,-0.01694,0.07378,-0.02018,-0.00101,-0.01694,0.07378,-0.02018,-0.00101,0.06761,0.07378,-0.02018,-0.00101,0.06761,-0.01694,-0.02018,-0.00101,0.06761,-0.01694,0.07378
>12308	1	l1	0.00932,0.01482,0.00303,-0.01804,-0.00424,0.01482,0.00303,-0.01804,-0.00424,0.00932,0.00303,-0.01804,-0.00424,0.00932,0.01482,-0.01804,-0.00424,0.00932,0.01482,0.00303
>12308	1	l2	0.01188,0.06232,0.01736,0.01202,-0.01631,0.06232,0.01736,0.01202,-0.01631,0.01188,0.01736,0.01202,-0.01631,0.01188,0.06232,0.01202,-0.01631,0.01188,0.06232,0.01736
>12308	1	l3	0.01903,-0.02561,-0.00763,-0.03399,0.00196,-0.02561,-0.00763,-0.03399,0.00196,0.01903,-0.00763,-0.03399,0.00196,0.01903,-0.02561,-0.03399,0.00196,0.01903,-0.02561,-0.00763
>12308	1	l4	0.01072,0.00701,-0.01363,-0.00801,0.00312,0.00701,-0.01363,-0.00801,0.00312,0.01072,-0.01363,-0.00801,0.00312,0.01072,0.00701,-0.00801,0.00312,0.01072,0.00701,-0.01363
>12308	1	l5	0.01286,-0.06969,-0.00486,0.02180,0.01636,-0.06969,-0.00486,0.02180,0.01636,0.01286,-0.00486,0.02180,0.01636,0.01286,-0.06969,0.02180,0.01636,0.01286,-0.06969,-0.00486
>12308	1	l6	0.01473,-0.04283,0.00704,-0.04188,-0.01400,-0.04283,0.00704,-0.04188,-0.01400,0.01473,0.00704,-0.04188,-0.01400,0.01473,-0.04283,-0.04188,-0.01400,0.01473,-0.04283,0.00704
>12308	1	l7	0.00770,-0.07493,-0.03132,0.03415,-0.02666,-0.07493,-0.03132,0.03415,-0.02666,0.00770,-0.03132,0.03415,-0.02666,0.00770,-0.07493,0.03415,-0.02666,0.00770,-0.07493,-0.03132
>12308	1	l8	0.00778,-0.05636,-0.00161,-0.02024,0.01879,-0.05636,-0.00161,-0.02024,0.01879,0.00778,-0.00161,-0.02024,0.01879,0.00778,-0.05636,-0.02024,0.01879,0.00778,-0.05636,-0.00161
>12310	1	l1	0.00116,0.03809,0.00704,0.01108,-0.00103,0.03809,0.00704,0.01108,-0.00103,0.00116,0.00704,0.01108,-0.00103,0.00116,0.03809,0.01108,-0.00103,0.00116,0.03809,0.00704
>12310	1	l2	0.00657,0.01907,-0.00348,0.00068,-0.01142,0.01907,-0.00348,0.00068,-0.01142,0.00657,-0.00348,0.00068,-0.01142,0.00657,0.01907,0.00068,-0.01142,0.00657,0.01907,-0.00348
>12310	1	l3	0.00168,0.00901,-0.00640,-0.00446,0.00741,0.00901,-0.00640,-0.00446,0.00741,0.00168,-0.00640,-0.00446,0.00741,0.00168,0.00901,-0.00446,0.00741,0.00168,0.00901,-0.00640
>12310	1	l4	-0.01471,-0.02010,-0.00127,-0.03324,0.00740,-0.02010,-0.00127,-0.03324,0.00740,-0.01471,-0.00127,-0.03324,0.00740,-0.01471,-0.02010,-0.03324,0.00740,-0.01471,-0.02010,-0.00127
>12310	1	l5	-0.00024,0.01830,0.00310,-0.01021,-0.00312,0.01830,0.00310,-0.01021,-0.00312,-0.00024,0.00310,-0.01021,-0.00312,-0.00024,0.01830,-0.01021,-0.00312,-0.00024,0.01830,0.00310
>12310	1	l6	-0.01177,0.01659,0.01495,-0.01458,-0.02278,0.01659,0.01495,-0.01458,-0.02278,-0.01177,0.01495,-0.01458,-0.02278,-0.01177,0.01659,-0.01458,-0.02278,-0.01177,0.01659,0.01495
>12310	1	l7	-0.01201,-0.01389,0.00760,-0.00519,0.01069,-0.01389,0.00760,-0.00519,0.01069,-0.01201,0.00760,-0.00519,0.01069,-0.01201,-0.01389,-0.00519,0.01069,-0.01201,-0.01389,0.00760
>12310	1	l8	0.00717,-0.00752,0.00734,0.03129,0.01252,-0.00752,0.00734,0.03129,0.01252,0.00717,0.00734,0.03129,0.01252,0.00717,-0.00752,0.03129,0.01252,0.00717,-0.00752,0.00734
>12311	1	l1	-0.00820,0.00666,-0.00927,-0.01586,-0.00105,0.00666,-0.00927,-0.01586,-0.00105,-0.00820,-0.00927,-0.01586,-0.00105,-0.00820,0.00666,-0.01586,-0.00105,-0.00820,0.00666,-0.00927
>12311	1	l2	0.01735,-0.00513,0.00469,0.01074,0.00727,-0.00513,0.00469,0.01074,0.00727,0.01735,0.00469,0.01074,0.00727,0.01735,-0.00513,0.01074,0.00727,0.01735,-0.00513,0.00469
>12311	1	l3	-0.00460,-0.02217,-0.00453,-0.02143,0.01401,-0.02217,-0.00453,-0.02143,0.01401,-0.00460,-0.00453,-0.02143,0.01401,-0.00460,-0.02217,-0.02143,0.01401,-0.00460,-0.02217,-0.00453
>12311	1	l4	0.01659,-0.00273,-0.00010,0.01587,-0.00402,-0.00273,-0.00010,0.01587,-0.00402,0.01659,-0.00010,0.01587,-0.00402,0.01659,-0.00273,0.01587,-0.00402,0.01659,-0.00273,-0.00010
>12311	1	l5	-0.00554,-0.03139,0.00599,-0.00465,-0.01396,-0.03139,0.00599,-0.00465,-0.01396,-0.00554,0.00599,-0.00465,-0.01396,-0.00554,-0.03139,-0.00465,-0.01396,-0.00554,-0.03139,0.00599
>12311	1	l6	0.04240,-0.03518,-0.00293,0.01310,0.00926,-0.03518,-0.00293,0.01310,0.00926,0.04240,-0.00293,0.01310,0.00926,0.04240,-0.03518,0.01310,0.00926,0.04240,-0.03518,-0.00293
>12311	1	l7	0.01371,0.01590,-0.00024,-0.01275,-0.04176,0.01590,-0.00024,-0.01275,-0.04176,0.01371,-0.00024,-0.01275,-0.04176,0.01371,0.01590,-0.01275,-0.04176,0.01371,0.01590,-0.00024
>12311	1	l8	-0.01759,0.04121,-0.00385,-0.00688,-0.01575,0.04121,-0.00385,-0.00688,-0.01575,-0.01759,-0.00385,-0.00688,-0.01575,-0.01759,0.04121,-0.00688,-0.01575,-0.01759,0.04121,-0.00385
>12312	1	l1	-0.01898,-0.00002,0.00170,0.00829,-0.00269,-0.00002,0.00170,0.00829,-0.00269,-0.01898,0.00170,0.00829,-0.00269,-0.01898,-0.00002,0.00829,-0.00269,-0.01898,-0.00002,0.00170
>12312	1	l2	-0.01159,0.00399,0.00077,-0.00619,0.00313,0.00399,0.00077,-0.00619,0.00313,-0.01159,0.00077,-0.00619,0.00313,-0.01159,0.00399,-0.00619,0.00313,-0.01159,0.00399,0.00077
>12312	1	l3	0.04803,0.01109,0.00624,-0.00285,-0.01437,0.01109,0.00624,-0.00285,-0.01437,0.04803,0.00624,-0.00285,-0.01437,0.04803,0.01109,-0.00285,-0.01437,0.04803,0.01109,0.00624
>12312	1	l4	-0.01310,0.00683,-0.01030,-0.00329,0.03450,0.00683,-0.01030,-0.00329,0.03450,-0.01310,-0.01030,-0.00329,0.03450,-0.01310,0.00683,-0.00329,0.03450,-0.01310,0.00683,-0.01030
>12312	1	l5	-0.01860,0.01783,0.00322,0.00399,0.00852,0.01783,0.00322,0.00399,0.00852,-0.01860,0.00322,0.00399,0.00852,-0.01860,0.01783,0.00399,0.00852,-0.01860,0.01783,0.00322
>12312	1	l6	0.02773,0.01302,0.00444,0.00982,-0.00508,0.01302,0.00444,0.00982,-0.00508,0.02773,0.00444,0.00982,-0.00508,0.02773,0.01302,0.00982,-0.00508,0.02773,0.01302,0.00444
>12312	1	l7	0.00466,0.00809,-0.00446,-0.01470,-0.00337,0.00809,-0.00446,-0.01470,-0.00337,0.00466,-0.00446,-0.01470,-0.00337,0.00466,0.00809,-0.01470,-0.00337,0.00466,0.00809,-0.00446
>12312	1	l8	-0.05376,-0.01566,-0.00375,-0.01798,0.02319,-0.01566,-0.00375,-0.01798,0.02319,-0.05376,-0.00375,-0.01798,0.02319,-0.05376,-0.01566,-0.01798,0.02319,-0.05376,-0.01566,-0.00375
>12313	1	l1	0.00621,0.01323,0.00469,0.00665,-0.01890,0.01323,0.00469,0.00665,-0.01890,0.00621,0.00469,0.00665,-0.01890,0.00621,0.01323,0.00665,-0.01890,0.00621,0.01323,0.00469
>12313	1	l2	-0.00277,0.00396,-0.02780,0.00041,-0.00335,0.00396,-0.02780,0.00041,-0.00335,-0.00277,-0.02780,0.00041,-0.00335,-0.00277,0.00396,0.00041,-0.00335,-0.00277,0.00396,-0.02780
>12313	1	l3	0.00848,0.01721,0.00243,0.00649,0.00061,0.01721,0.00243,0.00649,0.00061,0.00848,0.00243,0.00649,0.00061,0.00848,0.01721,0.00649,0.00061,0.00848,0.01721,0.00243
>12313	1	l4	0.00830,0.00514,0.01048,-0.00522,0.01864,0.00514,0.01048,-0.00522,0.01864,0.00830,0.01048,-0.00522,0.01864,0.00830,0.00514,-0.00522,0.01864,0.00830,0.00514,0.01048
>12313	1	l5	0.00654,0.02347,-0.00460,0.00584,-0.00085,0.02347,-0.00460,0.00584,-0.00085,0.00654,-0.00460,0.00584,-0.00085,0.00654,0.02347,0.00584,-0.00085,0.00654,0.02347,-0.00460
>12313	1	l6	0.01028,0.03020,0.00271,0.01076,-0.01226,0.03020,0.00271,0.01076,-0.01226,0.01028,0.00271,0.01076,-0.01226,0.01028,0.03020,0.01076,-0.01226,0.01028,0.03020,0.00271
>12313	1	l7	0.00230,0.02902,0.01490,0.00953,0.00830,0.02902,0.01490,0.00953,0.00830,0.00230,0.01490,0.00953,0.00830,0.00230,0.02902,0.00953,0.00830,0.00230,0.02902,0.01490
>12313	1	l8	0.00383,0.01183,-0.00134,0.00070,0.00150,0.01183,-0.00134,0.00070,0.00150,0.00383,-0.00134,0.00070,0.00150,0.00383,0.01183,0.00070,0.00150,0.00383,0.01183,-0.00134
>12316	1	l1	0.00177,-0.00893,-0.00055,-0.01091,-0.01304,-0.00893,-0.00055,-0.01091,-0.01304,0.00177,-0.00055,-0.01091,-0.01304,0.00177,-0.00893,-0.01091,-0.01304,0.00177,-0.00893,-0.00055
>12316	1	l2	-0.03725,0.00752,-0.00353,0.00234,0.00319,0.00752,-0.00353,0.00234,0.00319,-0.03725,-0.00353,0.00234,0.00319,-0.03725,0.00752,0.00234,0.00319,-0.03725,0.00752,-0.00353
