protein	class	lag	features
>12362	1	l8	0.00172,0.01836,-0.01885,-0.02073,-0.00118
>12363	1	l1	0.00065,0.01769,0.05932,0.00562,0.00964
>12363	1	l2	0.01241,0.00236,0.03063,0.00414,-0.00066
>12363	1	l3	-0.00165,0.01876,0.01160,0.00882,0.00395
>12363	1	l4	0.01462,0.02798,0.02351,0.00813,0.00683
>12363	1	l5	-0.00897,0.02412,0.05751,0.00342,0.01318
>12363	1	l6	0.00409,0.01751,0.09002,0.00503,0.01410
>12363	1	l7	0.00959,-0.00432,0.05619,0.01405,0.01594
>12363	1	l8	-0.00613,0.00844,0.00888,0.00341,-0.00823
>12364	1	l1	0.00823,0.01116,0.02997,-0.00444,-0.00821
>12364	1	l2	0.02364,0.01662,0.01382,-0.00801,-0.02521
>12364	1	l3	-0.00359,0.01105,-0.02969,-0.01870,0.01224
>12364	1	l4	0.01011,0.00379,-0.02996,0.01383,-0.00407
>12364	1	l5	-0.01383,0.01660,0.01950,0.00207,0.03345
>12364	1	l6	-0.01462,0.00843,0.02545,0.01718,0.01246
>12364	1	l7	-0.02222,0.01802,0.04504,-0.01556,-0.03605
>12364	1	l8	-0.02488,0.01036,-0.01613,-0.00546,0.02067
>12365	1	l1	0.00753,0.01700,-0.00882,-0.01014,0.00771
>12365	1	l2	0.00771,-0.00126,-0.00437,0.00253,-0.00187
>12365	1	l3	0.00461,-0.00334,-0.00852,-0.00229,0.00168
>12365	1	l4	0.02390,-0.02941,0.01591,0.00639,0.00885
>12365	1	l5	0.01519,-0.06296,-0.02108,-0.01366,0.00986
>12365	1	l6	0.00228,-0.02546,-0.01417,-0.01153,0.01881
>12365	1	l7	0.00183,0.03721,0.00086,0.00944,0.01517
>12365	1	l8	0.02387,0.02371,0.01100,-0.04114,-0.00992
>12366	1	l1	0.01721,0.01895,-0.01271,0.00743,-0.00337
>12366	1	l2	-0.00254,-0.00746,0.00096,-0.00489,-0.01790
>12366	1	l3	-0.02033,-0.00260,-0.00759,-0.00290,0.01219
>12366	1	l4	-0.01833,-0.01925,-0.00277,-0.01749,0.00903
>12366	1	l5	-0.02013,-0.00506,0.00017,0.00836,0.01357
>12366	1	l6	-0.01740,0.03487,-0.03191,0.01210,-0.01089
>12366	1	l7	0.00749,-0.01279,0.03574,0.02703,-0.00984
>12366	1	l8	0.02212,-0.04210,0.00165,0.01597,-0.00564
>12367	1	l1	0.00101,-0.02344,0.00974,-0.00217,0.00200
>12367	1	l2	0.00195,0.00081,0.01111,0.00900,0.01763
>12367	1	l3	0.02280,-0.00049,0.00235,0.00014,0.00342
>12367	1	l4	-0.01942,0.01752,0.00667,-0.00562,0.00074
>12367	1	l5	-0.01547,-0.03965,0.01093,-0.00373,0.00317
>12367	1	l6	-0.00501,-0.01903,0.02632,-0.00708,-0.01676
>12367	1	l7	-0.02841,0.02811,0.00955,0.01818,-0.01321
>12367	1	l8	-0.01640,-0.02890,0.00927,-0.02250,-0.02654
>12372	1	l1	-0.00006,-0.01294,0.05808,0.01778,-0.00786
>12372	1	l2	-0.00176,-0.01104,0.05640,0.00740,-0.00612
>12372	1	l3	0.00330,-0.00687,0.07685,0.00136,-0.01067
>12372	1	l4	0.01629,0.03757,0.09140,-0.00746,0.02889
>12372	1	l5	-0.00337,-0.02201,0.03042,-0.00526,0.00604
>12372	1	l6	-0.02559,-0.02057,0.01244,0.01565,-0.02263
>12372	1	l7	-0.00214,0.00241,0.12587,0.01069,0.03729
>12372	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>12373	1	l1	0.00235,0.00041,-0.04701,0.00737,-0.01602
>12373	1	l2	0.00276,-0.00229,0.03626,-0.01548,-0.00322
>12373	1	l3	-0.00585,0.00932,-0.04104,-0.00915,0.01072
>12373	1	l4	0.01207,0.00319,0.03170,0.01127,-0.00082
>12373	1	l5	0.01936,-0.00740,-0.04950,0.01608,0.02726
>12373	1	l6	0.00177,-0.00112,0.06214,0.00921,-0.00683
>12373	1	l7	0.00431,0.01213,-0.01404,-0.01360,-0.01425
>12373	1	l8	-0.00446,0.00880,0.02404,-0.01205,0.02028
>12374	1	l1	0.00798,-0.01231,-0.04957,0.00784,-0.00382
>12374	1	l2	0.01048,0.00317,0.05637,-0.02419,-0.02207
>12374	1	l3	0.00293,0.02029,-0.06588,-0.01961,0.00279
>12374	1	l4	0.00994,0.01350,0.04153,0.00898,0.02791
>12374	1	l5	0.02458,-0.01341,-0.05313,0.01698,0.01712
>12374	1	l6	0.00406,-0.00360,0.04408,0.01699,-0.02009
>12374	1	l7	0.01011,0.01979,0.01188,-0.03027,-0.03925
>12374	1	l8	0.00794,-0.00091,0.03776,-0.04231,0.04422
>12376	1	l1	-0.00980,-0.01050,0.02725,0.01370,-0.01915
>12376	1	l2	0.00622,-0.03273,-0.00393,0.01058,-0.01983
>12376	1	l3	-0.03229,-0.00979,0.04168,0.01879,0.00670
>12376	1	l4	0.01030,0.06006,0.08140,0.02358,0.04326
>12376	1	l5	0.00148,-0.00824,-0.02185,0.00636,-0.05068
>12376	1	l6	0.03403,-0.08592,-0.00160,0.01754,0.07134
>12376	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>12376	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>12377	1	l1	0.00377,0.03096,-0.04730,0.01556,0.00915
>12377	1	l2	-0.00220,-0.04001,-0.01581,-0.00021,-0.05289
>12377	1	l3	0.02057,-0.06935,0.03852,0.02016,-0.01817
>12377	1	l4	-0.00342,-0.01751,-0.00909,-0.03264,0.02166
>12377	1	l5	-0.04087,0.05090,-0.01658,-0.08282,-0.02803
>12377	1	l6	0.00000,0.00000,0.00000,0.00000,0.00000
>12377	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>12377	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>12378	1	l1	0.04279,-0.00544,0.00408,0.01937,-0.00411
>12378	1	l2	0.04283,-0.00412,-0.00989,-0.00772,0.00948
>12378	1	l3	0.04557,0.00488,0.01128,0.00973,0.00452
>12378	1	l4	0.04460,-0.02418,-0.00540,0.01347,-0.00034
>12378	1	l5	0.04447,0.00935,-0.02232,0.00832,0.01214
>12378	1	l6	0.04457,-0.00774,0.00854,0.01454,0.00586
>12378	1	l7	0.04321,-0.00185,0.00987,0.01947,0.00254
>12378	1	l8	0.04101,0.06151,-0.00141,0.01066,0.00027
>12379	1	l1	-0.00117,0.00186,-0.00584,-0.02508,-0.00464
>12379	1	l2	0.02915,0.01878,-0.07539,0.02099,0.00168
>12379	1	l3	0.01298,0.00603,0.02553,-0.02160,-0.00374
>12379	1	l4	0.04251,0.02482,0.06663,0.02359,0.02195
>12379	1	l5	-0.00514,-0.00201,-0.02772,-0.02537,0.02213
>12379	1	l6	0.00881,0.02017,-0.03121,0.02803,-0.05590
>12379	1	l7	0.04411,0.01087,0.04762,-0.02537,-0.02112
>12379	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>12380	1	l1	0.02197,0.00783,-0.00669,-0.01444,-0.01524
>12380	1	l2	0.03320,0.01988,-0.08982,0.01115,0.03626
>12380	1	l3	0.02431,0.00815,-0.00094,-0.01560,-0.01587
>12380	1	l4	0.04001,0.02566,0.10466,0.01890,0.04657
>12380	1	l5	0.02167,0.00779,-0.00742,-0.01429,-0.01517
>12380	1	l6	0.03320,0.01988,-0.08982,0.01115,0.03626
>12380	1	l7	0.02470,0.00820,-0.00001,-0.01578,-0.01597
>12380	1	l8	0.04001,0.02566,0.10466,0.01890,0.04657
>12381	1	l1	-0.00992,0.01877,-0.01626,0.04231,0.03519
>12381	1	l2	-0.02950,-0.03700,-0.03012,0.03019,-0.01347
>12381	1	l3	-0.00282,0.00951,0.04180,0.00761,-0.01937
>12381	1	l4	0.00000,0.00000,0.00000,0.00000,0.00000
>12381	1	l5	0.00000,0.00000,0.00000,0.00000,0.00000
>12381	1	l6	0.00000,0.00000,0.00000,0.00000,0.00000
>12381	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>12381	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>12382	1	l1	0.00381,0.01276,-0.00168,0.00944,0.00630
>12382	1	l2	-0.02918,-0.00098,-0.00243,-0.00098,-0.01230
>12382	1	l3	-0.00649,-0.01272,0.00927,0.00488,-0.01055
>12382	1	l4	0.00572,0.02294,0.00298,0.00151,-0.00323
>12382	1	l5	0.00774,0.02531,0.00264,0.00376,0.01454
>12382	1	l6	-0.00524,-0.01520,-0.00868,0.00195,0.01885
>12382	1	l7	-0.01071,-0.00549,0.02663,0.00265,-0.01646
>12382	1	l8	0.01333,-0.03106,0.00944,-0.00578,-0.01067
>12386	1	l1	0.01480,0.00400,0.02467,0.00902,-0.00774
>12386	1	l2	0.00002,-0.00231,-0.00562,-0.00908,0.01682
>12386	1	l3	-0.01252,-0.00909,-0.01046,-0.00807,0.00024
>12386	1	l4	-0.00309,-0.01803,-0.01854,-0.00648,0.00137
>12386	1	l5	0.00225,-0.00153,-0.02820,0.00517,-0.01192
>12386	1	l6	0.01316,-0.00045,-0.00593,0.02477,-0.01461
>12386	1	l7	-0.00236,-0.02966,0.01293,0.01707,-0.01675
>12386	1	l8	-0.00213,-0.00554,0.00915,0.00402,-0.01908
>12387	1	l1	0.00798,0.01362,-0.00706,0.00385,0.00594
>12387	1	l2	-0.03399,0.00669,-0.00448,-0.00397,-0.00875
>12387	1	l3	0.00290,0.01194,0.00850,-0.00699,-0.00581
>12387	1	l4	0.01599,0.00957,-0.00349,0.00183,-0.00438
>12387	1	l5	-0.02082,-0.01962,0.00283,0.01362,0.00912
>12387	1	l6	-0.01362,-0.01726,0.00360,-0.00043,0.00350
>12387	1	l7	0.03145,0.00095,0.00300,-0.00195,-0.01157
>12387	1	l8	0.01384,-0.00406,-0.00014,0.00925,-0.00593
>12388	1	l1	0.01346,0.00861,0.00106,0.01010,-0.02202
>12388	1	l2	-0.01141,0.01673,0.01018,-0.00018,-0.00849
>12388	1	l3	-0.01535,-0.01243,-0.01212,0.00165,0.01733
>12388	1	l4	-0.02888,-0.01998,0.00194,0.00957,0.01286
>12388	1	l5	-0.01475,-0.01656,-0.02468,0.01322,0.01098
>12388	1	l6	0.00053,-0.01372,-0.00168,0.00809,-0.00686
>12388	1	l7	0.01806,0.00362,-0.00196,0.01242,-0.01775
>12388	1	l8	0.02650,0.01839,0.02052,0.01119,0.04297
>12389	1	l1	0.01274,0.00029,-0.02844,0.00572,-0.00501
>12389	1	l2	0.00566,0.00743,0.00423,0.01291,0.00860
>12389	1	l3	0.00475,0.01088,0.00029,-0.00516,-0.00481
>12389	1	l4	0.00925,-0.01136,0.00292,-0.00845,0.00665
>12389	1	l5	0.01392,-0.00546,-0.00620,-0.00400,-0.03203
>12389	1	l6	0.01329,-0.02672,-0.00721,0.00200,0.00095
>12389	1	l7	0.01589,0.00135,0.00996,0.00912,0.00664
>12389	1	l8	0.01399,-0.00996,-0.01392,0.00625,-0.00339
>12390	1	l1	0.01815,-0.02355,0.00350,0.01306,-0.00292
>12390	1	l2	0.01005,0.01666,0.00409,0.02066,0.01361
>12390	1	l3	0.02230,0.00563,-0.00380,0.02455,0.00199
>12390	1	l4	0.00737,-0.01163,-0.00416,0.01103,0.00701
>12390	1	l5	-0.00732,0.02921,-0.00445,0.01519,-0.00552
>12390	1	l6	0.00481,-0.01576,-0.01751,0.01482,-0.00499
>12390	1	l7	-0.00720,0.00936,-0.00104,0.00232,-0.01503
>12390	1	l8	-0.01985,0.02940,-0.01007,0.01990,0.01784
>12391	1	l1	0.01991,0.03191,0.00089,0.00543,0.00067
>12391	1	l2	0.00393,0.02926,-0.01231,0.00340,-0.00710
>12391	1	l3	0.01519,0.00270,-0.00232,0.01393,0.00864
>12391	1	l4	0.02001,0.01317,0.00333,0.00245,-0.01665
>12391	1	l5	0.00312,0.01006,0.01150,0.01132,0.01471
>12391	1	l6	-0.00109,0.01743,0.01553,0.00511,0.04282
>12391	1	l7	0.00508,0.01336,0.00165,0.01135,-0.01993
>12391	1	l8	0.01160,0.01125,-0.01599,0.00757,-0.00509
>12392	1	l1	0.02194,0.00071,0.01938,0.02117,-0.01806
>12392	1	l2	0.01997,-0.04480,-0.01075,0.00875,0.00387
>12392	1	l3	0.02059,0.00141,-0.00194,0.01908,0.00093
>12392	1	l4	0.02083,0.03766,0.01476,0.02647,0.00081
>12392	1	l5	0.01804,-0.01352,0.00943,0.02318,-0.01240
>12392	1	l6	0.01746,-0.05374,-0.00571,0.01254,0.00860
>12392	1	l7	0.01464,-0.00587,-0.01218,0.01234,0.00094
>12392	1	l8	0.01714,0.03692,0.04339,0.02178,-0.00651
>12393	1	l1	0.01467,0.01717,0.01052,0.01840,-0.00194
>12393	1	l2	-0.00912,-0.02714,0.00823,0.00120,-0.00687
>12393	1	l3	0.01267,-0.01942,0.00514,-0.00274,0.00125
>12393	1	l4	0.02698,0.01683,-0.00025,0.01484,-0.00229
>12393	1	l5	-0.00191,0.01612,-0.00661,0.02773,0.00893
>12393	1	l6	-0.00692,0.01118,0.00209,0.02552,0.00050
>12393	1	l7	0.01325,-0.02612,-0.00294,-0.01183,0.00378
>12393	1	l8	0.01470,-0.01973,0.01160,-0.00473,-0.00710
>12394	1	l1	0.03352,-0.01955,0.00270,0.01327,-0.02454
>12394	1	l2	0.03055,-0.05100,-0.03682,0.01502,0.02086
>12394	1	l3	0.03106,0.03855,0.00257,0.03263,-0.01328
>12394	1	l4	0.03302,0.03037,0.03021,0.02193,0.01130
>12394	1	l5	0.03023,-0.05203,0.00250,0.01597,-0.00217
>12394	1	l6	0.02796,0.02842,0.00131,0.03230,0.00083
>12394	1	l7	0.02096,0.01436,0.00661,0.00824,0.00144
>12394	1	l8	0.02489,0.04981,0.00304,0.01262,0.00561
>12395	1	l1	0.01850,-0.00068,0.00871,-0.00317,0.00587
>12395	1	l2	0.00560,0.01958,-0.00236,0.01796,-0.00573
>12395	1	l3	0.00587,-0.00148,-0.00471,-0.00608,0.00066
>12395	1	l4	0.01945,0.00792,-0.00331,0.01294,-0.00568
>12395	1	l5	0.01416,-0.00257,-0.00448,0.00983,0.00066
>12395	1	l6	0.00710,0.01694,-0.00266,0.00504,-0.00474
>12395	1	l7	0.00515,-0.01127,0.00013,0.00662,-0.00790
>12395	1	l8	-0.00424,-0.03127,-0.00074,0.00104,-0.00755
>12396	1	l1	0.00626,-0.01242,-0.00281,-0.00614,-0.00775
>12396	1	l2	0.00154,-0.01439,0.01660,-0.01687,-0.00999
>12396	1	l3	-0.00999,0.01296,0.00302,-0.00439,0.00969
>12396	1	l4	-0.00935,-0.01522,0.01400,0.01514,-0.01066
>12396	1	l5	-0.00083,0.02337,-0.00273,0.00194,-0.01115
>12396	1	l6	-0.00758,-0.02040,0.00647,-0.01251,-0.00710
>12396	1	l7	0.00064,-0.00990,0.00426,0.00531,-0.00406
>12396	1	l8	-0.01572,0.03733,-0.00330,-0.00573,0.00781
>12397	1	l1	-0.01397,0.01850,-0.00933,0.01372,0.00752
>12397	1	l2	-0.00741,0.01645,-0.00565,-0.02214,0.00539
>12397	1	l3	0.01148,0.01488,0.01099,-0.00621,0.00363
>12397	1	l4	-0.02671,0.01310,-0.00913,0.00992,0.00672
>12397	1	l5	0.01142,0.02764,-0.00242,0.01090,0.01318
>12397	1	l6	0.01708,0.01327,0.01930,0.00512,-0.00163
>12397	1	l7	-0.02522,0.00813,-0.00279,0.00705,0.00124
>12397	1	l8	0.01163,0.00910,-0.00369,-0.00622,0.00516
>12398	1	l1	-0.00344,0.01371,0.01510,-0.01504,0.00996
>12398	1	l2	-0.03340,0.01807,0.00092,-0.01916,-0.00636
>12398	1	l3	0.00615,0.00952,-0.00208,0.01376,-0.01960
>12398	1	l4	0.03430,-0.01612,-0.00196,0.01052,-0.01109
>12398	1	l5	-0.00889,-0.00724,-0.01393,-0.02385,0.01547
>12398	1	l6	-0.03023,-0.03417,-0.00706,-0.01153,0.00206
>12398	1	l7	0.00472,-0.01133,0.00044,0.03372,-0.00087
>12398	1	l8	0.02757,-0.01361,0.01732,-0.02034,-0.01167
>12399	1	l1	-0.00684,0.06111,0.00676,-0.00852,0.01129
>12399	1	l2	-0.01371,0.02346,-0.00098,-0.00374,0.01272
>12399	1	l3	0.02397,0.12108,0.00801,0.00762,0.01274
>12399	1	l4	0.01275,0.10940,0.00932,0.00606,0.01956
>12399	1	l5	-0.01151,0.04116,-0.01958,-0.00676,0.01456
>12399	1	l6	0.00422,0.06916,-0.00182,0.00443,0.00817
>12399	1	l7	0.02343,0.11394,0.00811,0.01391,0.00912
>12399	1	l8	-0.00184,0.07915,-0.01475,-0.00681,0.01467
>12401	1	l1	0.00668,0.07896,0.00273,0.00294,0.00385
>12401	1	l2	0.01472,0.06669,-0.00521,-0.00141,-0.01304
>12401	1	l3	0.03045,0.08688,0.02213,0.00104,0.01498
>12401	1	l4	0.00988,0.06122,-0.02943,0.00228,0.02108
>12401	1	l5	0.01828,0.06717,-0.00127,0.00092,-0.01052
>12401	1	l6	0.02467,0.06243,0.02342,-0.00413,-0.01171
>12401	1	l7	0.01748,0.05167,-0.00156,-0.00034,0.00766
>12401	1	l8	0.01379,0.05227,0.03092,0.00416,0.01494
>12402	1	l1	-0.00717,0.00870,0.01954,0.00172,-0.00341
>12402	1	l2	-0.01934,-0.01285,0.00751,-0.00466,-0.06604
>12402	1	l3	-0.00272,-0.00571,0.02908,-0.00132,0.00434
>12402	1	l4	0.04032,0.00095,0.03041,0.00518,0.06586
>12402	1	l5	-0.00984,-0.00263,0.02850,-0.00014,-0.00687
>12402	1	l6	-0.02004,-0.01242,0.01197,-0.00533,-0.06556
>12402	1	l7	0.00091,0.01167,0.01583,0.00441,0.00468
>12402	1	l8	0.04182,0.03598,0.06089,0.01553,0.06546
>12403	1	l1	0.00003,-0.00699,0.01438,-0.00330,0.01458
>12403	1	l2	-0.02638,0.00233,0.00245,-0.01342,0.00246
>12403	1	l3	-0.00803,0.00044,0.00771,0.00018,-0.00429
>12403	1	l4	0.00798,0.01149,0.01324,0.00624,0.01277
>12403	1	l5	0.01260,0.00028,0.02452,0.00263,0.00455
>12403	1	l6	-0.00523,-0.01588,0.00347,-0.00649,-0.00774
>12403	1	l7	0.00612,0.00648,0.00021,-0.00541,-0.01747
>12403	1	l8	0.00810,-0.01074,0.01397,0.00631,-0.00634
>12404	1	l1	0.00216,0.00143,0.00980,0.00647,0.00494
>12404	1	l2	-0.02346,0.00302,0.00395,-0.00027,0.00345
>12404	1	l3	-0.00480,0.00265,0.00488,0.00092,-0.00266
>12404	1	l4	0.02776,-0.00188,0.00428,0.00367,-0.01184
>12404	1	l5	0.01402,0.00043,0.00600,-0.00127,-0.00171
>12404	1	l6	-0.02358,-0.00439,0.00020,-0.00796,0.00257
>12404	1	l7	-0.01756,-0.00208,0.00340,-0.01494,0.00782
>12404	1	l8	0.00925,-0.00202,0.00536,-0.01146,0.00456
>12405	1	l1	0.03343,0.00832,0.00807,0.00460,-0.00117
>12405	1	l2	0.02602,-0.00047,0.00360,-0.01940,-0.01023
>12405	1	l3	0.02826,-0.00149,0.00427,-0.00741,-0.00004
>12405	1	l4	0.02671,0.02257,0.00209,0.02286,0.00243
>12405	1	l5	0.02443,0.00754,0.00531,0.02261,0.00732
>12405	1	l6	0.03146,0.00064,0.00796,-0.00383,0.00784
>12405	1	l7	0.03544,0.01604,-0.00234,-0.01671,-0.00553
>12405	1	l8	0.03804,0.00908,0.00348,-0.00612,-0.00944
>12406	1	l1	0.02309,0.02316,-0.03847,0.00346,0.00007
>12406	1	l2	0.02871,0.00543,0.00219,-0.01397,-0.01394
>12406	1	l3	0.01887,0.03053,0.00041,-0.00414,-0.05116
>12406	1	l4	0.02398,0.05153,-0.00294,0.01180,-0.01078
>12406	1	l5	0.01353,0.03499,0.00022,0.00898,0.05370
>12406	1	l6	0.00000,0.00000,0.00000,0.00000,0.00000
>12406	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>12406	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>12407	1	l1	0.01271,0.03516,-0.03973,0.01032,-0.00581
>12407	1	l2	0.02479,0.02838,-0.00270,-0.00006,-0.04254
>12407	1	l3	0.01737,0.03510,0.05766,0.00639,0.02308
>12407	1	l4	0.03084,0.01238,-0.09656,-0.00346,0.01946
>12407	1	l5	0.05242,-0.01630,-0.00570,-0.04838,0.05990
>12407	1	l6	0.00000,0.00000,0.00000,0.00000,0.00000
>12407	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>12407	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>12409	1	l1	0.01457,0.04509,-0.04228,0.01775,-0.03250
>12409	1	l2	0.01507,0.04120,-0.00121,0.01428,-0.04409
>12409	1	l3	0.01205,0.04510,0.05767,0.02210,0.06235
>12409	1	l4	0.00657,0.04018,-0.09971,0.01838,-0.01786
>12409	1	l5	0.00054,0.01970,0.00712,0.00515,-0.04959
>12409	1	l6	0.00000,0.00000,0.00000,0.00000,0.00000
>12409	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>12409	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>12410	1	l1	0.01700,0.04442,-0.00357,0.01787,-0.03566
>12410	1	l2	0.02354,0.05329,-0.00452,0.01665,-0.05051
>12410	1	l3	0.02472,0.05335,0.05537,0.02276,0.08698
>12410	1	l4	0.01265,0.03851,-0.00294,0.01868,-0.02576
>12410	1	l5	0.03443,0.06807,-0.00610,0.01462,-0.07526
>12410	1	l6	0.00000,0.00000,0.00000,0.00000,0.00000
>12410	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>12410	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>12411	1	l1	0.03565,0.03720,-0.00152,0.01060,0.00339
>12411	1	l2	0.03499,0.03395,-0.00181,0.01159,-0.00245
>12411	1	l3	0.03475,0.02854,-0.00222,0.01487,-0.01967
>12411	1	l4	0.03369,0.01283,-0.00431,0.02202,0.03004
>12411	1	l5	0.03383,0.00365,0.00037,0.01190,0.03247
>12411	1	l6	0.03094,-0.02285,0.00044,0.01554,0.02950
>12411	1	l7	0.01652,-0.04983,0.00066,0.04290,0.00740
>12411	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>12413	1	l1	0.03677,0.01380,0.01865,-0.00499,-0.00378
>12413	1	l2	0.03728,-0.01756,0.02038,-0.01471,-0.00227
>12413	1	l3	0.03826,0.02255,0.01628,0.01238,0.00809
>12413	1	l4	0.03555,0.01884,0.01807,-0.00027,0.00508
>12413	1	l5	0.03658,-0.00134,0.02458,-0.01203,0.00268
>12413	1	l6	0.03497,-0.00620,0.02978,0.00804,0.01834
>12413	1	l7	0.03397,-0.01615,0.02209,-0.00133,0.00730
>12413	1	l8	0.03730,0.00056,0.02154,-0.00893,-0.01318
>12414	1	l1	0.02926,0.00606,0.00801,0.00365,0.00047
>12414	1	l2	0.01955,-0.00109,0.00511,-0.02044,-0.01565
>12414	1	l3	0.02496,0.00326,0.00464,0.00083,0.00449
>12414	1	l4	0.03060,0.01965,0.00300,0.03032,0.00955
>12414	1	l5	0.02584,0.01046,0.00669,0.01647,-0.00293
>12414	1	l6	0.02062,0.00369,0.00974,-0.01301,-0.00042
>12414	1	l7	0.02869,0.01482,-0.00165,-0.00824,0.00043
>12414	1	l8	0.03502,0.00179,0.00315,0.01820,-0.00307
>12420	1	l1	0.02167,0.00779,-0.00742,-0.01429,-0.01517
>12420	1	l2	0.03320,0.01988,-0.08982,0.01115,0.03626
>12420	1	l3	0.02470,0.00820,-0.00001,-0.01578,-0.01597
>12420	1	l4	0.04001,0.02566,0.10466,0.01890,0.04657
>12420	1	l5	0.02116,0.00772,-0.00867,-0.01404,-0.01503
>12420	1	l6	0.03320,0.01988,-0.08982,0.01115,0.03626
>12420	1	l7	0.02541,0.00830,0.00176,-0.01614,-0.01616
>12420	1	l8	0.04001,0.02566,0.10466,0.01890,0.04657
>12421	1	l1	0.00259,-0.00059,0.00310,0.00025,0.00292
>12421	1	l2	-0.00138,0.00141,0.01814,-0.00875,0.00339
>12421	1	l3	0.01023,0.00969,0.01987,-0.01141,0.01962
>12421	1	l4	-0.01198,-0.00495,0.00930,-0.00399,-0.00341
>12421	1	l5	0.00495,0.00767,0.02160,-0.00025,0.01533
>12421	1	l6	0.01028,0.01109,0.00873,-0.00449,0.00727
>12421	1	l7	0.00773,0.02119,0.01225,0.01787,-0.00833
>12421	1	l8	-0.01661,-0.00360,0.02127,-0.00126,0.00523
>12422	1	l1	0.00538,-0.00440,-0.00433,0.00036,-0.02354
>12422	1	l2	-0.00439,-0.00911,-0.00638,0.00312,0.01247
>12422	1	l3	0.01548,-0.00338,0.00274,0.00868,0.01337
>12422	1	l4	0.00387,-0.00163,-0.01049,0.00405,-0.01738
>12422	1	l5	0.00763,0.00516,0.00681,0.00057,0.02117
>12422	1	l6	0.00295,-0.00987,-0.00625,0.00812,-0.01468
>12422	1	l7	0.00730,0.00420,0.01399,0.00855,0.01901
>12422	1	l8	-0.00939,0.02132,0.01844,-0.01039,-0.01294
>12424	1	l1	0.01936,-0.00984,-0.02728,0.01093,0.00929
>12424	1	l2	0.01223,0.00066,-0.01137,-0.00246,-0.01461
>12424	1	l3	0.01992,0.02322,0.02241,0.00316,0.00206
>12424	1	l4	0.02989,-0.00422,0.01703,-0.00091,-0.00228
>12424	1	l5	0.02050,0.02063,-0.07437,-0.00493,0.03453
>12424	1	l6	0.01090,0.01030,0.04853,0.01423,0.03445
>12424	1	l7	0.02589,-0.01785,-0.00325,0.02771,-0.03530
>12424	1	l8	0.03707,-0.06665,-0.00577,0.00729,-0.01886
>12425	1	l1	0.02724,0.04831,0.01227,0.01060,-0.00367
>12425	1	l2	0.02494,0.03245,-0.00240,0.00755,-0.00075
>12425	1	l3	0.02951,0.04378,-0.00321,0.00895,-0.01893
>12425	1	l4	0.02877,0.03148,-0.02110,0.00455,-0.02131
>12425	1	l5	0.03029,0.03081,-0.01431,-0.00165,0.01379
>12425	1	l6	0.02592,0.03469,0.01063,-0.00587,-0.00350
>12425	1	l7	0.02242,0.01414,0.00089,-0.00491,-0.00491
>12425	1	l8	0.03312,-0.01200,0.00106,-0.00043,0.00882
>12426	1	l1	0.02782,0.02171,-0.02670,0.00410,-0.01861
>12426	1	l2	0.02404,0.00762,0.01171,-0.00498,-0.00242
>12426	1	l3	0.03009,-0.00846,-0.02719,0.00500,0.01381
>12426	1	l4	0.03126,-0.06031,0.02369,-0.00217,-0.00504
>12426	1	l5	0.03145,0.01599,-0.00001,0.00096,-0.01849
>12426	1	l6	0.02224,0.00191,0.00327,0.00854,0.01278
>12426	1	l7	0.01041,0.06571,0.00261,-0.00070,-0.03119
>12426	1	l8	0.03053,0.17542,0.00040,0.00465,0.03247
>12474	1	l1	0.00096,-0.01261,0.00811,-0.01452,0.00323
>12474	1	l2	0.00997,-0.01991,-0.00680,0.00900,-0.00808
>12474	1	l3	0.01027,0.00983,0.00270,0.00363,-0.02373
>12474	1	l4	0.00496,0.01622,0.00419,-0.02217,-0.02521
>12474	1	l5	-0.00549,-0.00433,-0.00111,0.00445,0.00806
>12474	1	l6	0.00077,-0.01753,0.00160,-0.00915,0.01149
>12474	1	l7	-0.03047,-0.01539,-0.00005,-0.01356,0.01942
>12474	1	l8	0.00254,0.04792,-0.00063,0.00929,-0.00860
>12475	1	l1	-0.00534,0.00065,-0.00028,0.00555,-0.01463
>12475	1	l2	-0.01599,-0.00074,0.00427,-0.00065,-0.00875
>12475	1	l3	0.00023,-0.01385,0.02115,-0.00420,0.01357
>12475	1	l4	0.02705,0.00553,-0.01481,-0.00591,-0.00770
>12475	1	l5	-0.00121,0.00600,0.00359,-0.01101,-0.01784
